school_name,city,state,website,directory
salt lake center for science education,salt lake city,utah,http://slcse.slcschools.org/,https://slcse.slcschools.org/our-school/administration-staff-directory
sound school,new haven,connecticut,http://sound.school/,http://sound.school/
southeastern juniorsenior high school,augusta,illinois,http://southeastern337.sharpschool.net/jr__sr_high_school/mr__kerr__jr_sr_high_school_principal_,https://southeastern337.sharpschool.net/district/office_staff
saint thomas aquinas regional catholic high school,hammond,louisiana,http://stafalcons.org/,https://stafalcons.org/academics/Staff
st thomas aquinas high school,hammond,louisiana,http://stafalcons.org/,https://stafalcons.org/academics/Administration
stone bridge,napa,california,http://stonebridgeschool.org/,https://www.stonebridgeschool.org/about-us/faculty-and-staff
yccs sullivan house alt high school,chicago,illinois,http://sullivanhousehschicago.com/,https://yccs.us/department/sullivan-house-high-school/
sumter central high school,york,alabama,http://sumtercentralhigh.al.schoolinsites.com/?PageName=Directions,http://sumtercentralhigh.al.schoolinsites.com/?PageName='Teachers'
silver valley high,yermo,california,http://svhs.svusdk12.net/,https://svhs.svusdk12.net/staff_directory
tag young scholars school,new york,new york,http://tagscholars.com/,https://tagscholars.com/?page_id=8771
turner ashby high school,bridgewater,virginia,http://tahs.rockingham.k12.va.us/,http://tahs.rockingham.k12.va.us/
tri central middlehigh school,sharpsville,indiana,http://tccsmshs.ss7.sharpschool.com/,https://www.tccs.k12.in.us/o/tcmhs
tupelo christian preparatory school,belden,mississippi,http://tcps.net/,https://www.tcps.net/about/admin-faculty-staff.cfm
tenoroc high school,lakeland,florida,http://tenoroc.polk-fl.net/,https://tenoroc.polkschoolsfl.com/staffmembers/
terrell high school,dawson,georgia,http://terrell_hs.campuscontact.com/,https://www.terrell.k12.ga.us/Directory
thayer senior high,thayer,missouri,http://thayer-hs.ss11.sharpschool.com/,https://hs.thayer.k12.mo.us/parent__student_resources/high_school_staff_directory
sibley ocheyedan high school,sibley,iowa,http://thegenerals2.socsdit.org/high-school/,http://thegenerals2.socsdit.org/staff-directory/
the north carolina leadership academy,kernersville,north carolina,http://thencla.org/,https://thencla.org/directory.html
madrasatu ahlis sunnah,east orange,new jersey,http://thesunnah.org/school,https://www.facebook.com/madrasatuahlissunnah/
tranquillity high school,tranquillity,california,http://ths.gpusd.net/,http://ths.gpusd.net/about/staff-directory/
charleston high school,charleston,arkansas,http://tigers.wsc.k12.ar.us/highschool.htm,http://tigers.wsc.k12.ar.us/highschooldirectory.htm
toledo early college high school,toledo,ohio,http://toledoearlycollege.com/,https://toledoearlycollege.tps.org/
trivium charter,santa maria,california,http://triviumcharter.org,https://www.cde.ca.gov/schooldirectory/details?cdscode=42691120124255
tygarts valley middlehigh school,mill creek,west virginia,http://tvmhs.rand.k12.wv.us/contact.html,http://tvmhs.rand.k12.wv.us/staff.html
urban assembly school for global commerce,new york,new york,http://uaglobalcommerce.org/,http://uaglobalcommerce.org/staff-directory
university heights academy,hopkinsville,kentucky,http://uha-ky.org/,https://www.zoominfo.com/pic/university-heights-academy/52297837
uniontown area senior high school,uniontown,pennsylvania,http://uhs.uasdschools.org/,https://uhs.uasdschools.org/faculty-staff/
university high school fresno,fresno,california,http://uhsfresno.com/,https://uhsfresno.com/directory.html
union county high school,lake butler,florida,http://union_uchs.campuscontact.com/,https://www.union.k12.fl.us/district-office-staff-directory
stpps virtual school,mandeville,louisiana,http://virtualacademy.stpsb.org/,https://www.stpsb.org/our-schools/school-directory
verdigris high school,claremore,oklahoma,http://vps.k12.ok.us,https://www.vps.k12.ok.us/District/Staff
w s neal high school,east brewton,alabama,http://w.s.nealhigh.al.ech.schoolinsites.com/,https://wsnhs.escambiak12.net/staffdirectory
jacqueline m walsh school,pawtucket,rhode island,http://walsh.pawtucket.schooldesk.net/,http://www2.ride.ri.gov/applications/masterdirectory/Org_Summary.aspx?org_ID=2564
wayne christian school,goldsboro,north carolina,http://waynechristian.org/,https://waynechristian.org/about/business-faculty-and-staff-directory/
central high school,wartburg,tennessee,http://wchs.mcsed.net/index.html,http://wchs.mcsed.net/faculty/faculty.html
barbara ingram school for the arts,hagerstown,maryland,http://wcpsmd.com/schools/high-schools/barbara-ingram-school-arts,https://wcpsmd.com/schools/high-schools/barbara-ingram-school-arts/staff-directory
boonsboro high school,boonsboro,maryland,http://wcpsmd.com/schools/high-schools/boonsboro-high,https://wcpsmd.com/schools/high-schools/boonsboro-high/staff-directory
hancock middle senior high school,hancock,maryland,http://wcpsmd.com/schools/high-schools/hancock-high,https://wcpsmd.com/schools/high-schools/hancock-high/staff-directory
north hagerstown high school,hagerstown,maryland,http://wcpsmd.com/schools/high-schools/north-hagerstown-high,https://wcpsmd.com/schools/high-schools/north-hagerstown-high/staff-directory
claiborne high school,new tazewell,tennessee,http://web.claibornecountyschools.com/chs/,http://web.claibornecountyschools.com/chs/faculty-and-staff/
west perry senior high school,elliottsburg,pennsylvania,http://westperry.org/,http://westperry.org/staff_directory
windom senior high,windom,minnesota,http://windomhs.ss13.sharpschool.com/,https://www.windom.k12.mn.us/staff
white oak high school,white oak,texas,http://wohs.wonecks.net/,https://wohs.wonecks.net/staff-directory/
iroquois west high school,gilman,illinois,http://wp12.iwest.k12.il.us/wordpress/iwhs/,http://wp12.iwest.k12.il.us/wordpress/iwhs/sample-page/
walton verona high school,walton,kentucky,http://wv.kyschools.us/high,https://wv.kyschools.us/directory
ps 229 dyker,brooklyn,new york,http://www.229k.org/,https://www.schools.nyc.gov/schools/K229
academy of american studies,long island city,new york,http://www.academyofamericanstudies.com/,http://www.academyofamericanstudies.com/directory/faculty
almira coulee hartline high school,coulee city,washington,http://www.achsd.org/hsmain.htm,http://www.achsd.org/HS/email.htm
agua dulce high school,agua dulce,texas,http://www.adisd.esc2.net/,https://www.adisd.net/Page/161
amistad academy,new haven,connecticut,http://www.afamistadhs.org/,http://www.afamistadhs.org/staff-directory
alamance christian school,graham,north carolina,http://www.alamancechristianschool.org/,https://www.alamancechristianschool.org/staff?page_no=2
alpine academy high school,sparks,nevada,http://www.alpineacademy.net/,https://www.alpineacademy.net/
altha public high school,altha,florida,http://www.althaschool.org/,http://www.althaschool.org/faculty-staff
alvord high school,alvord,texas,http://www.alvordisd.net/,https://ahs.alvordisd.net/highschoolstaff
amboy high school,amboy,illinois,http://www.amboy.net,https://www.amboy.net/faculty--staff.html
amityville memorial high school,amityville,new york,http://www.amityvilleschools.org/schools/amityville_memorial_high_school,http://www.amityvilleschools.org/staff/Default.aspx?school=170
anamosa high school,anamosa,iowa,http://www.anamosa.k12.ia.us/,https://www.anamosa.k12.ia.us/high-school/ahs-staff-directory/
archbishop coleman carroll high school,miami,florida,http://www.archbishopcolemancarroll.org/CatholicSchool.php,https://www.colemancarroll.org/CatholicSchool.php?pg=Our+Team
argyle juniorsenior high school,argyle,new york,http://www.argylecsd.org,https://argylecsd.org/district/staff_directory
athol high,athol,massachusetts,http://www.arrsd.org/athol-high-school/,https://www.arrsd.org/ahs-staff-directory/
arts academy in the woods,fraser,michigan,http://www.artsacad.net/,https://www.artsacad.net/curriculum/teacher-directory/
auburndale senior high school,auburndale,florida,http://www.auburndalehighschool.com/,http://www.auburndalehighschool.com/staff/
ballard community senior high school,huxley,iowa,http://www.ballard.k12.ia.us/school/ballard-high-school/,https://www.ballard.k12.ia.us/staff-directory/
bandon senior high school,bandon,oregon,http://www.bandon.k12.or.us/bandon-high-school/,http://www.bandon.k12.or.us/bandon-high-school-staff/
bay virtual instruction program,panama city,florida,http://www.bayvirtualschool.com/,http://www.bayvirtualschool.com/faculty.aspx
boyd buchanan school,chattanooga,tennessee,http://www.bbschool.org/,https://www.bbschool.org/about/faculty-staff
brooklyn community arts and media high school bcam,brooklyn,new york,http://www.bcamhs.org/,http://www.bcamhs.org/directory/faculty
bedford academy high school,brooklyn,new york,http://www.bedfordacademyhs.org/,http://www.bedfordacademyhs.org/
belchertown high school,belchertown,massachusetts,http://www.belchertownps.org/belchertown-high-school,https://www.belchertownps.org/belchertown-high-school/school-faculty-and-staff-directory/
bellevue high school,bellevue,iowa,http://www.bellevue.k12.ia.us/staffdirectory,http://www.bellevue.k12.ia.us/staffdirectory
belmont academy,lake city,florida,http://www.belmontacademy.com/,https://www.belmontacademy.com/apps/staff/
bennington high school,bennington,nebraska,http://www.benningtonschools.org/,https://benningtonschoolsbhs.ss20.sharpschool.com/staff_directory
bernie high,bernie,missouri,http://www.bernie.k12.mo.us/,https://www.bernie.k12.mo.us/bernie-r-xiii-school-district/about-bernie-school-district/administrative-staff
john f kennedy middle school,bethpage,new york,http://www.bethpagecommunity.com/ourschools/jfk,https://www.bethpagecommunity.com/o/jfkms
beverly high,beverly,massachusetts,http://www.beverlyschools.org/,https://bhs.beverlyschools.org/apps/pages/index.jsp?uREC_ID=2087952&type=d&pREC_ID=2136242
big sur charter,monterey,california,http://www.bigsurcharterschool.org/,https://www.cde.ca.gov/schooldirectory/details?cdscode=27751500118349
colorado river collegiate academy,bastrop,texas,http://www.bisdtx.org/,https://www.bisdtx.org/domain/4633
bishop timon st jude high school,buffalo,new york,http://www.bishoptimon.com/,https://www.bishoptimon.com/staff
bronx leadership academy ii high school,bronx,new york,http://www.bla2hs.org/,http://www.bla2hs.org/staff.html
blountstown high school,blountstown,florida,http://www.blountstownhigh.org/,http://www.blountstownhigh.org/faculty-staff
broward math and science schools,margate,florida,http://www.bmsschools.org/,https://www.zoominfo.com/pic/broward-math-science-schools/415155611
bonsall high,bonsall,california,http://www.bonsallhs.com/,https://hs.bonsallusd.com/apps/staff/
brashier middle college charter high school,simpsonville,south carolina,http://www.brashiermiddlecollege.org/,http://www.brashiermiddlecollege.org/faculty-staff.php
brazos high school,wallis,texas,http://www.brazosisd.net/page/Brazos%20High%20School,https://www.brazosisd.net/page/BHS%20Administration
beaver river central school,beaver falls,new york,http://www.brcsd.org/schools/high_school,https://brcsd.ss9.sharpschool.com/staff
brentwood school,sandersville,georgia,http://www.brentwoodschool.org/,http://www.brentwoodschool.org/page/4288/0/1/
bear river high,garland,utah,http://www.brhs.besd.net/,https://www.brhs.besd.net/o/brhs/staff
bark riverharris jrsr high school,harris,michigan,http://www.brhschools.org,https://www.brhschools.org/contact/staff_directory
bridge creek high school,blanchard,oklahoma,http://www.bridgecreekbobcats.org/high-school/,https://www.bridgecreekbobcats.org/staff/
lipman middle,brisbane,california,http://www.brisbanesd.org/lipman-middle-school,https://lip.brisbanesd.org/apps/staff/
bronte independent school district,bronte,texas,http://www.bronteisd.net/,http://www.bronteisd.net/staff
brooklyn collegiate a college board school,brooklyn,new york,http://www.brooklyncollegiate.net/,http://www.brooklyncollegiate.net/staff
browerville high school,browerville,minnesota,http://www.browerville.k12.mn.us/,http://www.browerville.k12.mn.us/high-school-faculty.html
brown county high school,nashville,indiana,http://www.browncountyschools.com/school/brown-county-high-school/,http://www.browncountyschools.com/about-bcs/staff-directory/
bullis charter,los altos,california,http://www.bullischarterschool.com/,https://www.cde.ca.gov/schooldirectory/details?cdscode=43104390106534
bronx collaborative high school,bronx,new york,http://www.bxchs.org/,https://www.schools.nyc.gov/schools/X351
bynum school,bynum,texas,http://www.bynumisd.net/,https://www.bynumisd.net/staff_directory
columbia academy,columbia,mississippi,http://www.cacougars.com/,http://www.cacougars.com/about/faculty-staff-directory.cfm
cadott high,cadott,wisconsin,http://www.cadott.k12.wi.us/,https://www.cadott.k12.wi.us/district/staff-directory.cfm
calhoun christian school,battle creek,michigan,http://www.calhounchristian.org/,http://www.calhounchristian.org/explore/ourteam.cfm
california virtual academy san mateo high school,simi valley,california,http://www.caliva.org/,https://www.cde.ca.gov/schooldirectory/details?cdscode=41689160112284
calvary baptist academy,shreveport,louisiana,http://www.calvarycavaliers.org/,https://www.calvarycavaliers.org/
campbell county comprehensive high school,jacksboro,tennessee,http://www.campbellcntyschs.tn.schools.bz/1/home,http://www.campbellcntyschs.tn.schools.bz/1/Content/ourstaff
jellico high school,jellico,tennessee,http://www.campbellcntyschs.tn.schools.bz/7/home,https://portal.tssaa.org/common/directory/?id=264
canton high school,canton,south dakota,http://www.cantonsdk12.org/high-school/,https://www.cantonsdk12.org/district41-1/index.php/staff-directory
carbondale area juniorsenior high school,carbondale,pennsylvania,http://www.carbondalearea.org/carbondale-area-jrsr-high-school/,http://www.carbondalearea.org/team-showcase/casd-staff-directory/
