,school_name,city,state,website,query,directory
166,mark armijo academy,albuquerque,new mexico,http://markarmijo.com/,"mark armijo academy in albuquerque, new mexico staff administration directory link",http://markarmijo.com/faculty/teacher/
167,marshall academy,marshall,michigan,http://marshallacademy.org,"marshall academy in marshall, michigan staff administration directory link",https://www.marshallpublicschools.org/district/directory
168,marine academy of science and technology,north miami,florida,http://mastfiu.dadeschools.net/,"marine academy of science and technology in north miami, florida staff administration directory link",https://mastfiu.org/apps/staff/
169,mcnairy central high school,selmer,tennessee,http://mchscats.org/,"mcnairy central high school in selmer, tennessee staff administration directory link",http://mchscats.org/index.php/about/meet-our-administration
170,mclean school,mclean,texas,http://mcleanisd.com/,"mclean school in mclean, texas staff administration directory link",https://www.mcleanisd.com/vnews/display.v/ART/59bbdcf95c488
171,mendota township high school,mendota,illinois,http://mendotahs.org,"mendota township high school in mendota, illinois staff administration directory link",https://www.mendotahs.org/
172,metter career academy,metter,georgia,http://metter-high-school.candler-county-school-district.schoolblocks.com/,"metter career academy in metter, georgia staff administration directory link",https://www.metter.org/en-US/staff
173,madison grant high school,fairmount,indiana,http://mghs.mgusc.k12.in.us/,"madison grant high school in fairmount, indiana staff administration directory link",http://mghs.mgusc.k12.in.us/Our-Staff
174,madison grant juniorsenior high school,fairmount,indiana,http://mghs.mgusc.k12.in.us/,"madison grant juniorsenior high school in fairmount, indiana staff administration directory link",http://mghs.mgusc.k12.in.us/Our-Staff
175,mansfield high school,mansfield,massachusetts,http://mhs.mansfieldschools.com/,"mansfield high school in mansfield, massachusetts staff administration directory link",https://mhs.mansfieldschools.com/about/staff_directory
176,modoc high school,alturas,california,http://mhs.modoc.k12.ca.us/,"modoc high school in alturas, california staff administration directory link",https://www.cde.ca.gov/schooldirectory/details?cdscode=25735852535409
177,morrisonville high school,morrisonville,illinois,http://mhsmohawks.weebly.com,"morrisonville high school in morrisonville, illinois staff administration directory link",https://www.mohawks.net/
178,mid buchanan senior high,faucett,missouri,http://midbuchananhighschool.ss14.sharpschool.com/,"mid buchanan senior high in faucett, missouri staff administration directory link",https://midbuchananhighschool.ss14.sharpschool.com/staff_directory
179,mill river union high school,north clarendon,vermont,http://millriverschools.org/mru/,"mill river union high school in north clarendon, vermont staff administration directory link",https://millriverschools.org/mru/about-us/staff/
180,city of life christian academy,kissimmee,florida,http://mostsacredheartschool.org/,"city of life christian academy in kissimmee, florida staff administration directory link",https://www.colca.education/
181,sacred heart elementary and high school,sedalia,missouri,http://mostsacredheartschool.org/,"sacred heart elementary and high school in sedalia, missouri staff administration directory link",https://www.gogremlins.com/about-us/staff-directory/
182,thousand islands middle school,clayton,new york,http://ms.1000islandsschools.org/,"thousand islands middle school in clayton, new york staff administration directory link",https://www.1000islandsschools.org/about-us/staff-directory
183,the math and science exploratory school ms 447,brooklyn,new york,http://ms447.org/,"the math and science exploratory school ms 447 in brooklyn, new york staff administration directory link",https://ms447.org/staff-directory/
184,mt saint mary academy,little rock,arkansas,http://mtstmary.edu,"mt saint mary academy in little rock, arkansas staff administration directory link",https://mtstmary.edu/about-us/faculty-staff-directory/
185,mesilla valley christian schools,las cruces,new mexico,http://mvcsonline.com/,"mesilla valley christian schools in las cruces, new mexico staff administration directory link",https://www.zoominfo.com/pic/mesilla-valley-christian-schools/75337773
186,monte vista senior high school,monte vista,colorado,http://mvhs.monte.k12.co.us/,"monte vista senior high school in monte vista, colorado staff administration directory link",https://www.pirates.monte.k12.co.us/mvhs-staff
187,navarro early college high school,austin,texas,http://navarro.austinschools.org/,"navarro early college high school in austin, texas staff administration directory link",https://www.austinisd.org/schools/navarro/directory
188,north bend central high school,north bend,nebraska,http://nbtigers.org/,"north bend central high school in north bend, nebraska staff administration directory link",https://www.nbtigers.org/astaff
189,hartville high,hartville,missouri,http://new-hartville-k12-mo-us.secure33.ezhostingserver.com/,"hartville high in hartville, missouri staff administration directory link",https://new.hartville.k12.mo.us/index.php/category/administration/
190,narrows high,narrows,virginia,http://nhs.gilesk12.org/,"narrows high in narrows, virginia staff administration directory link",https://gcpsnhs.ss13.sharpschool.com/faculty_/admin___faculty_directory
191,north kitsap high school,poulsbo,washington,http://nkhs.nkschools.org/,"north kitsap high school in poulsbo, washington staff administration directory link",https://nkhs.nkschools.org/cms/One.aspx?portalId=419931&pageId=532911
192,nodaway valley high school,greenfield,iowa,http://nodawayvalley.org/,"nodaway valley high school in greenfield, iowa staff administration directory link",https://www.nodawayvalley.org/staff-list
193,polk full time eschool,lakeland,florida,http://nodawayvalley.org/,"polk full time eschool in lakeland, florida staff administration directory link",https://polkschoolsfl.com/staffdirectory/
194,north cedar academy,rusk,wisconsin,http://northcedar.net/,"north cedar academy in rusk, wisconsin staff administration directory link",https://northcedar.net/staff-directory
195,early college east high,havelock,north carolina,http://northwestjmsteel.ss10.sharpschool.com/,"early college east high in havelock, north carolina staff administration directory link",https://www.cravenk12.org/domain/1252
196,james m steele high school,roanoke,texas,http://northwestjmsteel.ss10.sharpschool.com/,"james m steele high school in roanoke, texas staff administration directory link",https://steeleechs.nisdtx.org/our-staff
197,north platte catholic schools,north platte,nebraska,http://npcschools.org/,"north platte catholic schools in north platte, nebraska staff administration directory link",http://npcschools.org/
198,north sevier high school,salina,utah,http://nshs.seviersd.org/,"north sevier high school in salina, utah staff administration directory link",https://www.seviersd.org/index.php/nshs/nshs-faculty.html
199,north valley baptist school,santa clara,california,http://nvbschools.org/,"north valley baptist school in santa clara, california staff administration directory link",https://nvbschools.org/about-us/staff-directory/
200,nevada learning academy,las vegas,nevada,http://nvlearningacademy.net/,"nevada learning academy in las vegas, nevada staff administration directory link",https://nvlearningacademy.net/apps/staff/
201,high school for community leadership,jamaica,new york,http://nychscl.org/,"high school for community leadership in jamaica, new york staff administration directory link",https://nychscl.org/staff-directory/
202,oakdale secondary school,chico,california,http://oakdale.chicousd.org/,"oakdale secondary school in chico, california staff administration directory link",http://oakdale.chicousd.org/Staff-Directory/index.html
203,odyssey charter school,wilmington,delaware,http://odysseycharterschooldel.com/,"odyssey charter school in wilmington, delaware staff administration directory link",http://odysseycharterschooldel.com/staff-directory/
204,odyssey charter high school,las vegas,nevada,http://odysseyk12.org/,"odyssey charter high school in las vegas, nevada staff administration directory link",https://odysseyk12.org/directory/
205,orchard farm sr high school,st charles,missouri,http://ofsd.sharpschool.com/schools/orchard_farm_high_school,"orchard farm sr high school in st charles, missouri staff administration directory link",https://www.ofsd.k12.mo.us/district/contact_us/staff_directory
206,opp high school,opp,alabama,http://ohs.oppcityschools.com/,"opp high school in opp, alabama staff administration directory link",https://ohs.oppcityschools.com/staff
207,orcas island high school,eastsound,washington,http://ohs.orcasislandschools.org/,"orcas island high school in eastsound, washington staff administration directory link",https://www.orcasislandschools.org/staff_directory
208,okeechobee high school,okeechobee,florida,http://okeechobeehighschool.sites.thedigitalbell.com/,"okeechobee high school in okeechobee, florida staff administration directory link",http://okeechobeehighschool.sites.thedigitalbell.com/faculty-staff-listing
